ref	verse
PSA 22:26	អ្នកដែល​ទន់‌ទាប​នឹង​បាន​បរិ‌ភោគ​ឆ្អែត អស់​អ្នក​ដែល​ស្វែង​រក​ព្រះ‌អម្ចាស់ នឹង​សរសើរ​តម្កើង​ព្រះ‌អង្គ។ សូម​ឲ្យ​ចិត្ត​អ្នក​រាល់​គ្នា​រស់​នៅ​ជា​ដរាប។
PSA 22:27	មនុស្ស​ទាំង​ប៉ុន្មាន​ដែល​ស្ថិត​នៅ​តាម​ស្រុក ដាច់​ស្រយាល​នៃ​ផែនដី នឹង​នឹក​ឃើញ​ពីព្រះ‌អម្ចាស់ ប្រជា‌ជាតិ​ទាំង​មូល នឹង​នាំ​គ្នា​ក្រាបថ្វាយ‌បង្គំ​ព្រះអង្គ។
PSA 22:28	ដ្បិត ​ព្រះ‌រាជនៃព្រះអម្ចាស់ និង​គ្រប់‌គ្រង​លើ​ប្រជា‌ជាតិ​នានា។
PSA 22:29	ពួក​អ្នក​ធំ​ទាំង​ប៉ុន្មាន​នៅ​លើ​ផែនដី នាំ​គ្នា​បរិភោគ ហើយ​ក្រាប​ថ្វាយ‌បង្គំ​ព្រះអង្គ អស់​អ្នក​ដែល​កើត​ពី​ធូលី​ដី គឺ​មនុស្ស​លោក​ដែល​តែងតែ​ស្លាប់ក៏​នឹង​ក្រាប​ថ្វាយ‌បង្គំ​ព្រះអង្គ​ដែរ។
PSA 22:3	ដ្បិត ​ព្រះអង្គបរិសុទ្ធ ​ដែល​គង់​នៅ​លើ​បល្ល័ង្ក ហើយ​ជន‌ជាតិ​អ៊ីស្រា‌អែល​សរសើរ​តម្កើង​ព្រះអង្គ។
PSA 22:30	នឹង​មាន​ពូជ‌ពង្ស​មួយ​គោរព​ប្រតិ‌បត្តិ ដល់​ព្រះ‌អង្គ គេ​នឹង​ថ្លែង​ប្រាប់អំពី​ព្រះ‌អម្ចាស់ ដល់​មនុស្ស​ជំនាន់​ក្រោយ។
PSA 22:31	ពួកគេ​នឹង​មក ហើយ​ប្រកាស​អំពីសេចក្ដី​សុចរិត​របស់​ព្រះ‌អង្គ ប្រាប់​មនុស្ស​មួយ​ពួក ដែល​មិន​ទាន់​កើតមក​នៅ​ឡើយ​ថា គឺ​ព្រះ‌អង្គ​ហើយ​ដែល​បាន​ធ្វើ​ការ​នោះ។
PSA 22:4	បុព្វ​បុរស​របស់​យើង​​តែងតែ​ផ្ញើ​ជីវិត​លើ​ព្រះអង្គ ពួក​លោក​ផ្ញើ​ជីវិត​លើ​ព្រះអង្គ​ជានិច្ច ហើយ​ព្រះអង្គ​ក៏​បាន​រំដោះ​ពួក​លោក។
PSA 22:5	ពួក​គេ​បាន​ស្រែក​អង្វរ​រក​ព្រះអង្គ ហើយក៏បានសង្គ្រោះ។ ពួក​គេ​នឹង​មិន​ខក​ចិត្ត​សោះ​ឡើយ។
PSA 22:6	ប៉ុន្តែ ​ទូលបង្គំ​វិញ គឺ​គេ​ចាត់​ទុក​ជា​ជន្លេន មិនមែនជាមនុស្សនោះទេ មនុស្ស‌ម្នា​នាំ​គ្នា​ជេរ​ប្រមាថ ហើយ​មាក់​ងាយ​ទូលបង្គំ។
PSA 22:7	អស់​អ្នក​ដែល​ឃើញ​ទូលបង្គំ គេ​ចំអក​ឲ្យ​ទូលបង្គំ​គ្រប់ៗ​គ្នា គេ​ពេប‌ជ្រាយ​ដាក់​ទូលបង្គំ ព្រម​ទាំង​គ្រវី​ក្បាល​ដាក់​ទូលបង្គំ​ផង។
PSA 22:8	ពួកគេ​ពោល​ថា «គាត់​ផ្ញើ​វាសនា​លើ​ព្រះ‌អម្ចាស់​ហើយ ឲ្យ​ព្រះអង្គ​រំដោះ​គាត់​ទៅ បើ​ព្រះអង្គ​ស្រឡាញ់​គាត់ ឲ្យ​ព្រះអង្គ​សង្គ្រោះ​គាត់​ទៅ»។
PSA 22:9	ដ្បិត គឺ​ព្រះ‌អង្គ​ដែល​បាននាំ​យក​ទូល‌បង្គំ ចេញ​ពី​ផ្ទៃ​ម្តាយ មក ព្រះ‌អង្គ​បាន​ធ្វើ​ឲ្យ​ទូល‌បង្គំ​ទុក​ចិត្តព្រះ‌អង្គ តាំង​ពី​ទូល‌បង្គំ​នៅ​បៅ​ដោះម្តាយ​នៅ​ឡើយ។
PSA 23:1	ព្រះ‌អម្ចាស់គឺ​ជា​គង្វាល​ខ្ញុំ នោះខ្ញុំ​នឹង​មិន​ខ្វះ​អ្វី​សោះ។
PSA 23:2	ព្រះ‌ជាម្ចាស់ឲ្យ​ខ្ញុំ​ដេក​សម្រាក​នៅ​លើ​វាល​ស្មៅ​ខៀវ​ខ្ចី ព្រះ‌អង្គ​នាំ​ខ្ញុំ​ទៅ​ក្បែរ​មាត់​ទឹក​ដែល​ហូរ​គ្រឿនៗ។
PSA 23:3	ព្រះអង្គ​ប្រទាន​ជីវិតដល់ខ្ញុំ​ឡើង​វិញ ព្រះអង្គ​នាំ​ខ្ញុំ​ដើរ​ក្នុង​ផ្លូវ​ដ៏ត្រឹមត្រូវដោយ​យល់​ដល់​ព្រះ‌កិត្តិនាម​របស់​ព្រះអង្គ។
PSA 23:4	ទោះ​បីជា​ទូលបង្គំ​ដើរ​កាត់​ជ្រលង​ភ្នំ នៃ​សេចក្ដី​ងងឹត ក៏​ដោយ ក៏​ទូលបង្គំ​មិន​ខ្លាច​អ្វី​សោះ​ឡើយ ដ្បិត​ព្រះអង្គ​គង់​នៅ​ជា​មួយ​ទូលបង្គំព្រះអង្គ​ការពារ និង​រក្សា​ទូលបង្គំ​ជានិច្ច ។
PSA 23:5	ព្រះ‌អង្គ​រៀប​តុ​នៅ​មុខ​ទូល‌បង្គំ ហើយនៅ​ចំពោះ​ខ្មាំង​សត្រូវ​របស់​ទូល‌បង្គំ ព្រះ‌អង្គ​ចាក់​ប្រេង​លើ​ក្បាល​ទូល‌បង្គំ ហើយពែងរបស់ទូលបង្គំដ៏ពេញហូរហៀរ។
PSA 23:6	ប្រាកដជា​ព្រះអង្គ​ប្រណី​សន្ដោស​ទូលបង្គំ ជាមួយសម្ព័ន្ឋមេត្រីដ៏​ស្មោះ‌ស្ម័គ្រ​ជា​រៀង​រាល់​ថ្ងៃ អស់​មួយ​ជីវិតរបស់ទូលបង្គំ។​ ហើយខ្ញុំនឹងរស់នៅ​ក្នុង​ព្រះ‌ដំណាក់​របស់​ព្រះ‌អម្ចាស់​យូអង្វែងជានិច្ច។
PSA 24:1	ផែនដី​ជា​របស់​ព្រះ‌អម្ចាស់ ហើយ​អ្វីដែលមាន​នៅលើ​ផែនដី ព្រម​ទាំង​អស់​អ្នក ដែល​រស់​នៅក្នុងពិភព​លោកផង។
PSA 24:10	តើ​មហា‌ក្សត្រ​ដ៏​មាន​សិរី‌រុងរឿងនេះ​ជា​អ្នក​ណា? គឺ​ជាព្រះ‌អម្ចាស់​នៃ​ពួក​ពល‌បរិវារ ព្រះ‌អង្គ​ហើយ​ជា​មហា‌ក្សត្រ ដ៏​មាន​សិរី‌ល្អ។ សម្រាក
PSA 24:2	ដ្បិត​ព្រះ‌អង្គ​បាន​ចាក់​គ្រឹះ​ផែនដី​នៅ​លើ​សមុទ្រហើយ​បាន​តាំង​វា​យ៉ាង​មាំនៅ​លើ​ទន្លេ​នានា។
PSA 24:3	តើ​អ្នក​ណា​អាច​ឡើង​ទៅ​លើ​ភ្នំ នៃ​ព្រះ‌អម្ចាស់​បាន? តើ​អ្នក​ណា​អាច​ឈរ​នៅ​​ទី​បរិសុទ្ធ របស់​ព្រះ‌ជាម្ចាស់​បាន?
PSA 24:4	​អ្នក​ដែល​មាន​ដៃ​ស្អាត និង​ចិត្ត​បរិសុទ្ធ ជា​អ្នក​ដែល​មិន​បណ្ដោយ​ឲ្យ​ព្រលឹង​ខ្លួន ទៅ​តាម​សេចក្ដី​ភូត​ភរ ហើយ​មិន​ពោល​ពាក្យ​ស្បថ​បំពាន​ឡើយ។
PSA 24:5	អ្នក​នោះ​នឹង​ទទួល​ព្រះ​ពរ​ពី​ព្រះ‌អម្ចាស់ និង​សេចក្ដី​សុចរិត​ពី​ព្រះអង្គ ដ៏​ជួយ​សង្គ្រោះ​របស់​ខ្លួន។
PSA 24:6	អ្នក​ទាំងនេះ​ហើយ​ជា​ពួក​អ្នកដែល​ស្វែង​រក​ព្រះ‌អង្គ គឺ​អ្នក​ដែល​ស្វែង​រក​ព្រះ‌ភក្ត្រនៃ ​ព្រះជាម្ចាស់របស់​លោក​យ៉ាកុប។ សម្រាក
PSA 24:7	ចូរ​ងើប​ក្បាល​ឡើង និងគ្រប់ទាំងទ្វារ ចូរ​ងើបឡើង ដើម្បី​ឲ្យ​មហា‌ក្សត្រ​ដ៏​មាន​សិរី‌ល្អ ទ្រង់​យាង​ចូល​មក។
PSA 24:8	តើ​មហា‌ក្សត្រ​ដ៏​មាន​សិរី‌រុងរឿង​ជា​អ្នក​ណាទៅ? គឺ​ព្រះអម្ចាស់ដ៏​មាន​ព្រះ‌ចេស្តា និង​ឥទ្ធិ‌ឫទ្ធិ ជា​ព្រះ‌អម្ចាស់​ដ៏​មាន​ឥទ្ធិ‌ឫទ្ធិ​ក្នុង​ចម្បាំង។
PSA 24:9	ចូរ​ងើប​ក្បាល​របស់អ្នកឡើង! ឱ​ទ្វារ​ដ៏​នៅ​អស់‌កល្ប​ជា‌និច្ច​អើយ ចូរ​បើកឡើង ដើម្បី​ឲ្យ​មហា‌ក្សត្រ​ដ៏​ពេញ​សិរី‌រុងរឿង ព្រះអង្គ​យាង​ចូល​មកក្នុង!
PSA 25:1	សូមថ្វាយជីវិតរបស់ទូលបង្គំ ទៅចំពោះព្រះអម្ចាស់!
PSA 25:10	គ្រប់​ទាំង​ផ្លូវ​របស់​ព្រះ‌អម្ចាស់ សុទ្ធ​តែប្រកប​ដោយ ព្រះ‌ហឫ‌ទ័យ​ស្រឡាញ់ និងសេចក្ដី​ស្មោះ‌ត្រង់ ចំពោះ​អស់​អ្នក​ដែល​កាន់​តាម​សម្ព័ន្ឋមេត្រី និង​សេចក្ដី​បន្ទាល់​របស់​ព្រះ‌អង្គ។
PSA 25:11	ឱ​ព្រះ‌អម្ចាស់អើយ ដោយ​យល់​ដល់​ព្រះ‌នាម​ព្រះ‌អង្គសូម​អត់​ទោស​អំពើ​បាប ដ៏​ធ្ងន់​របស់​ទូល‌បង្គំ​ផង។
PSA 25:12	តើមាន​​អ្នក​ណា​ដែល​កោត​ខ្លាចដល់​ព្រះ‌អម្ចាស់ឬទេ? ព្រះ‌អម្ចាស់ ​នឹង​បង្រៀន​អ្នក​នោះ ឲ្យ​ស្គាល់​ផ្លូវ​ដែល​គួរជ្រើស​រើស។
PSA 25:13	ជីវិតរបស់អ្នកនោះនឹងបានទទួលការដែលល្អ ហើយកូនចៅរបស់គេនឹងទទួលទឹកដីជាមរតក។
PSA 25:14	មេត្រី​ភាព​របស់​ព្រះ‌អម្ចាស់ គឺ​សម្រាប់​អស់​អ្នក​ណា​ដែល​កោត​ខ្លាច​ព្រះ‌អង្គ ហើយ​ព្រះ‌អង្គ​ធ្វើ​ឲ្យ​គេ​ស្គាល់ ​សម្ព័ន្ឋមេត្រីរបស់​ព្រះ‌អង្គ។
