#desc	English to Khmer Dictionary from <a href="https://play.google.com/store/apps/details?id=com.sonveasna.dictionary&hl=en">English Khmer Dictionary</a> by DroidSVS
#priority	2
#en	ipa	khph	desc	tags
practical	’præk’tɪʃn	’ភ្រែក ’ធិស្ហឹន	<ul><li><p-n>(adjective)</p-n><p-l>@<ol><li>ប្រសប់, ឆាប់យល់ការ, ឆ្លាត</p-l><br/> ~ person <p-l>@មិនសាំញ៉ាំ </p-l><br/>~ application<p-l> @ប្រតិបត្តិ</p-l><br/> a ~ certainty<p-l> @សឹងតែជា ២ </p-l></li></ol></li><li>~ tool<p-l> @មានប្រយោជន៍ ៣</p-l></li><li><p-l>@ដែលមានការពិសោធន៍គ្រប់គ្រាន់ ៤</p-l></li><li><p-l>@ដែលអាចយកជាការបាន ៥</p-l></li><li><p-l>@ពិតប្រាកដ</p-l> science is a practical subject<p-l> @វិទ្យាសាស្ត្រជាវិជ្ជាត្រូវអនុវត្តន៍</p-l> to render it more practical<p-l> @ធ្វើអោយមានមធ្យោបាយអនុវត្តន៍បាន</p-l> for practical purposes<p-l> @តាមពិត</p-l></li><li>practiccel <p-n>(noun)</p-n><p-n>(informal)</p-n><p-l> @ការប្រសប់, ភាពឆាប់យល់ការ </p-l></li></ul>	adjective
practicality, practicalness			<ul><li><p-n>(noun)</p-n><p-l> @ភាពប្រតិបត្តិ, ភាពប្រសប់</p-l></li></ul>	noun
practically	’præktɪəlɪ	’ភ្រែកធិខឹលី	<ul><li><p-n>(adverb)</p-n><ol><li>~ finished<p-l> @ជិត </p-l></li></ol></li></ul>SYNOYMS<ul><li>almost, very nearly;<p-l> @២ តាមការពិត</p-l><br/> do it ~<p-l> @ដោយមិនសាំញ៉ាំ </p-l>practically speaking<p-l> @បើនិយាយពីការស្រួលឬបានការវិញ ៣</p-l></li><li><p-l>@ដោយសេចក្តីប្រតិបត្តិ</p-l></li><li>practical'joke /ˌpr&aelig;ktɪkl&rsquo;dʒəʊk/ [<p-l>@ˌភ្រែកធីខល &rsquo;ដ្យូកខ៍] </p-l><p-n>(noun)</p-n><p-l> @ការលេងសើច</p-l></li></ul>	adverb
practiccel	’præk’tɪʃn	’ភ្រែក ’ធិស្ហឹន	<ul><li><p-n>(noun)</p-n><p-n>(informal)</p-n><p-l> @ការប្រសប់, ភាពឆាប់យល់ការ</p-l></li></ul>	noun
practice	’præktɪs	’ភ្រែកធិស	<ul><li><p-n>(noun)</p-n><p-l>@<ol><li>ការប្រតិបត្តិ, របៀបធ្វើ </p-l><br/>~ makes perfect<p-l> @ការហាត់</p-l> in practice<p-l> @អនុវត្តជាក់ស្តែង</p-l> practice of medicine<p-l> @កិច្ចការធ្វើជាគ្រូពេទ្យ </p-l><br/>questionable ~<p-l> @ទម្លាប់</p-l><br/> theory and&nbsp; ~<p-l> @ប្រតិបត្តិ, អនុវត្តន៍ ២</p-l></li></ol></li><li><p-n>(collective n)</p-n><p-l> @អ្នកពិគ្រោះនឹងគ្រូពេទ្យឬអ្នកច្បាប់ </p-l><br/>doctor with a large ~<p-l> @ចំនួនមនុស្សមករកពឹងពាក់ ៣</p-l></li><li><p-l>@ទនៀមទំលាប់ ៤</p-l></li><li><p-l>@ការផឹក ៥</p-l></li><li><p-n>(usu. pl)</p-n><p-l> @ការប៉ិនប្រសប់, ការឆ្លាតខាងបំភ័ន្ត</p-l> in actual practice<p-l> @តាមដែលអនុវត្តន៍មក </p-l>trade practice<p-l> @កិច្ចប្រតិបត្តិពាណិជ្ជកម្ម </p-l>code of practice<p-l> @ច្បាប់ប្រតិបត្តិ </p-l>practice makes perfect&nbsp;<p-l> @ការហាត់ពត់លត់ដំធ្វើអោយស្ទាត់ជំនាញ </p-l><br/>tv. ~ a skill<p-l> @ហាត់ (ធ្វើអ្វីមួយ) </p-l><br/>~ a play<p-l> @ហាត់(លេងកុន,ល្ខោន ។ល។) </p-l>practice medicine<p-l> @ធ្វើគ្រូពេទ្យ</p-l></li></ul>	noun
practician	’præk’tɪʃn	’ភ្រែក ’ធិស្ហឹន	<ul><li><p-n>(noun)</p-n>see practitioner</li></ul>	noun
practise (US practice)	’præktɪz​	’ភ្រែកធិហ្ស៍	<ul><li><p-n>(intransitive verb)</p-n><p-l> @ហ្វឹកហាត់, ប្រកបវិជ្ជាជីវះជាគ្រូពេទ្យឬមេធាវី, ប្រតិបត្តិ </p-l></li><li>practised <p-n>(US -ticed)</p-n><p-n>(adjective)</p-n>~ <p-n>(in sth)</p-n><p-l> @ដែលមានបទពិសោធន៍, ស្ទាត់ជំនាញ</p-l></li></ul>	intransitive verb
practised (US -ticed)	’præktɪz	’ភ្រែកធិហ្ស៍	<ul><li><p-n>(adjective)</p-n>~ <p-n>(in sth)</p-n><p-l> @ដែលមានបទពិសោធន៍, ស្ទាត់ជំនាញ</p-l></li></ul>	adjective
practitioner	ˌpræk’tɪʃənə(r)	ˌភ្រែក’ធិស្ហឹនណឹ(រ)	<ul><li><p-n>(also practician)</p-n><p-n>(noun)</p-n><p-l> @អ្នកប្រកបមុខវីជ្ជាអ្វីមួយ</p-l></li></ul>	noun
praesidium (also presidium)	prɪ’sɪdɪəm	ភ្រិ’ស៊ី ឌៀម	<ul><li><p-n>(noun)</p-n><p-l> @ប្រេស៊ីដ្យូម, គណះកម្មាធិការប្រតិបត្តិអចិន្រ្តៃយ៍ (ក្នុងប្រទេសកុម្មុយនីស្តជាពិសេសអតីតសហភាពសូវៀត)</p-l></li></ul>	noun
pragmatic	præg’mætɪk	ភ្រែកហ្ក ’ម៉ឹធីក	<ul><li><p-n>(adjective)</p-n><p-l> @ដែលគិតតែពីលទ្ធផល, ដែលសំអាងលើការណ៍</p-l></li></ul>SYNONYMS<ul><li>realistic;</li><li>pragmatist /pr&aelig;g&rsquo;m&aelig;tɪkəlɪ/<p-l> @[ភ្រែហ្ក&rsquo;ម៉ែធីខឹលី] </p-l><p-n>(adverb)</p-n><p-l> @ដោយសំអាង</p-l></li></ul>	adjective
pragmatically	præg’mætɪkəlɪ	ភ្រែហ្ក’ម៉ែធីខឹលី	<ul><li><p-n>(adverb)</p-n><p-l> @ដោយសំអាង</p-l></li></ul>	adverb
pragmatism	’prægmətɪzəm	’ភ្រែហ្កម៉ឹហ្សឹម	<ul><li><p-n>(noun)</p-n><p-l> @ហេតុការណ៍និយម</p-l></li><li>pragmatist /pr&aelig;g&rsquo;metɪst/<p-l> @[ភ្រែ &rsquo;ម៉ឹធីសថ៍] </p-l><p-n>(noun)</p-n><p-l> @ជនហេតុការណ៍និយម</p-l></li></ul>	noun
pragmatist	præg’metɪst	ភ្រែ ’ម៉ឹធីសថ៍	<ul><li><p-n>(noun)</p-n><p-l> @ជនហេតុការណ៍និយម</p-l></li></ul>	noun
prairie	’preərɪ	’ភ្រែរី	<ul><li><p-n>(noun)</p-n><p-l> @វាលស្មៅធំធេង</p-l></li></ul>	noun
prairies dog			<ul><li><p-l>@(noun). ឈ្មោះសត្វមួយបែប</p-l></li></ul>	noun
praise (1)	’preɪz	’ភ្រេយ៍ហ្ស	<ul><li><p-n>(intransitive verb)</p-n>~ sb/sth <p-n>(for sth)</p-n>; ~ sb/sth as sth<p-l> @គោរព </p-l><br/>~ his work<p-l> @សរសើរ</p-l><br/> ~ God<p-l> @ធ្វើឧក្កំសនា</p-l></li></ul>	intransitive verb
praise (2)	’preiz	’ភ្រេយ៍ហ្ស	<ul><li><p-n>(noun)</p-n>~ from his superior<p-l> @ការសរសើរ </p-l><br/>religious ~<p-l> @ឧក្កំសនា</p-l></li><li>praiseworthy /&rsquo;preɪzwɜː&theta;ɪ/<p-l> @[&rsquo;ភ្រេយ៍ហ្សវ៉ឺស្ស៊ី] </p-l><p-n>(adjective)</p-n><p-n>(-ier, -iest)</p-n><p-l> @គួរអោយសរសើរ</p-l></li></ul>	noun
praiseworthiness			<ul><li><p-n>(noun)</p-n><p-l> @ភាពគួរអោយកោតសរសើរ</p-l></li></ul>SYNONYMS&nbsp;<ul><li>praise /&rsquo;preɪz/<p-l> @[&rsquo;ភ្រេយ៍ហ្ស] </p-l><p-n>(verb)</p-n><p-l> @ធ្វើឧក្កំសាន, សរសើរ </p-l>acclaim<p-l> @ស្រកសាទរ, អបអរសាទរ, ស្រែកអបអរសាទរ </p-l>commend<p-l> @សរសើរ, លើកតម្កើង </p-l>extol<p-l> @សរសើរ </p-l>laud<p-l> @សរសើរ។</p-l></li></ul>	noun
praiseworthy	’preɪzwɜːθɪ	’ភ្រេយ៍ហ្សវ៉ឺស្ស៊ី	<ul><li><p-n>(adjective)</p-n><p-n>(-ier, -iest)</p-n><p-l> @គួរអោយសរសើរ</p-l></li></ul>	adjective
praline	’prɑːliːn	’ផ្រាលីន	<ul><li><p-n>(noun)</p-n><p-l> @សណ្តែកខៀវ</p-l></li></ul>	noun
pram	præm	ផ្រែម	<ul><li><p-n>(noun)</p-n><p-l> @រទេះរុញកូនង៉ែត</p-l></li></ul>	noun
prance	prɑːns; US præns	ផ្រានស៍	<ul><li><p-n>(intransitive verb)</p-n><p-l>@<ol><li>លោតកញ្ជោង (សេះ) លោតជើងមុខទាំងពីរដំណាលគ្នា ២</p-l></li></ol></li><li><p-n>(Fig)</p-n><p-l> @ទន្ទ្រាំឬហក់លោត (ប្រើជា </p-l>prance about<p-l> @ក៏បាន) </p-l><p-n>(Coll)</p-n><p-l> @រាំ, លោតកញ្ជោង</p-l> -tv.<p-l> @ធ្វើឲលោតកញ្ជោង</p-l></li><li>prance <p-n>(noun)</p-n><p-l> @ការលោតកញ្ជោង</p-l></li></ul>	intransitive verb
prance	prɑːns; US præns	ផ្រានស៍	<ul><li><p-n>(noun)</p-n><p-l> @ការលោតកញ្ជោង</p-l></li></ul>	noun
prang	præŋ	ផ្រែង	<ul><li><p-n>(transitive verb)</p-n><p-l> @ធ្វើអោយខូចដោយបុកទង្គិច </p-l></li><li>prang <p-n>(noun)</p-n><p-l> @ការបុកទង្គិច</p-l></li></ul>	transitive verb
prang	præŋ	ផ្រែង	<ul><li><p-n>(noun)</p-n><p-l> @ការបុកទង្គិច</p-l></li></ul>	noun
prank	’præŋk	ផ្រែងខ៍	<ul><li><p-n>(noun)</p-n><p-l> @អំពើរប៉ិលរប៉ូច (ដូចជាការបញ្ចេញខ្យល់ពីកង់ឡាន។ល)​, ល្បិចអាក្រក់</p-l></li><li>prankster /&rsquo;pr&aelig;ŋkstə<p-n>(r)</p-n>/<p-l> @[&rsquo;ផ្រែងខ៍ស្ថឹ(រ)] </p-l><p-n>(noun)</p-n><p-l> @មនុស្សរប៉ិលរប៉ូច</p-l> </li></ul>	noun
prankster	’præŋkstə(r)	’ផ្រែងខ៍ស្ថឹ(រ)	<ul><li><p-n>(noun)</p-n><p-l> @មនុស្សរប៉ិលរប៉ូច</p-l> </li></ul>	noun
praries dog			<ul><li><p-n>(noun)</p-n><p-l> @ឈ្មោះសត្វមួយបែប</p-l></li></ul>	noun
prat	præt	ផ្រែតថ៍	<ul><li><p-n>(noun)</p-n><p-l> @អ្នកភ្លីភ្លើ ឬ ឆោតល្ងង់ </p-l><p-n>(Sl)</p-n><p-l> @គូទ</p-l></li><li>pratfall /&rsquo;pr&aelig;tfɔːl/<p-l> @[&rsquo;ផ្រែតហ្វល]</p-l> <p-n>(noun)</p-n><p-l> @ការដួលអុកគូទ</p-l></li></ul>	noun
prate	preɪt	ផ្រេតថ៍	<ul><li><p-n>(intransitive verb., tv)</p-n>~ <p-n>(on about sth)</p-n><p-l> @និយាយព្រោកប្រាជ្ញ, និយាយប៉ប៉ាច់ប៉ប៉ោច</p-l></li></ul>	intransitive verb
pratfall	’prætfɔːl	’ផ្រែតហ្វល	<ul><li><p-n>(noun)</p-n><p-l> @ការដួលអុកគូទ</p-l></li></ul>	noun
pratictice	’præktɪs	’ភ្រែកធិស	<ul><li><p-n>(noun)</p-n><p-l> @<ol><li>ការប្រព្រឹត្ត, របៀបធ្វើ</p-l></li></ol></li></ul>	noun
prattle	’prætl	’ផ្រែថល	<ul><li><p-n>(intransitive verb., tv)</p-n><p-l> @និយាយឥតបានការ </p-l></li><li>prattle <p-n>(noun)</p-n><p-l> @ការនិយាយឥតបានការ</p-l></li></ul>	noun
prattle	’prætl	’ផ្រែថល	<ul><li><p-n>(noun)</p-n><p-l> @ការនិយាយឥតបានការ</p-l></li></ul>	noun
prattler	’prætlə(r)	’ផ្រែថ៍ឡឹ(រ)	<ul><li><p-n>(noun)</p-n><p-l> @មនុស្សប៉ិននិយាយ</p-l></li></ul>	noun
prawn	prɔːn	ផ្រន	<ul><li><p-n>(noun)</p-n><p-l> @ព្រោនសំបកក្រហម, បង្កង(សំបកពណ៏ក្រហម)</p-l></li></ul>	noun
pray	preɪ	ផ្រេយ៍	<ul><li><p-n>(intransitive verb)</p-n>~ <p-n>(to sb)</p-n><p-n>(for sb/sth)</p-n>; ~ sb <p-n>(for sth)</p-n><p-l> @បួងសួង</p-l><br/> ~ to God<p-l> @ឧទ្ទិស​</p-l><br/> monks ~<p-l> @សូត្រធម៏​</p-l><br/> ~ that he will come<p-l> @បន់ (សុំអោយ) past praying for ជួយអ្វីលែងបានហើយ </p-l>pray thee, pray thee<p-l> @សំណូបពរ, អំពាវនាវ</p-l> pray be seated<p-l> @សូមមេត្តាអង្គុយចុះ </p-l><br/>-tv.&nbsp; <p-n>(Obs)</p-n>&nbsp; ~your forgiveness<p-l> @អង្វរ,​អង្វរសុំ </p-l></li></ul>	intransitive verb
prayer	preə(r)	ផ្រេអឹ(រ)	<ul><li><p-n>(noun)</p-n>~ <p-n>(for sth)</p-n><p-l> @ការបួងសួង </p-l><br/>recite a ~<p-l> @ធម៏</p-l><br/> engage in ~<p-l> @ការសូត្រធម៏ </p-l><br/>answer my ~<p-l> @សំណូមពរ</p-l></li><li>prayerbook /&rsquo;preɪəbʊk/<p-l> @[&rsquo;ផ្រេយ៍អឹប៊ុកខ៍]</p-l> <p-n>(noun)</p-n><p-l> @គុម្ពីរសូត្រមន្ត</p-l> </li></ul>	noun
prayer-meeting	’preɪəmiːtɪŋ	’ផ្រេយ៍អឹម៉ឹធីង	<ul><li><p-n>(noun)</p-n><p-l> @ការប្រជុំសូត្រធម៏</p-l></li></ul>	noun
pre-	priː	ភ្រី	<ul><li><p-n>(prefix)</p-n><p-l> @បព្វបទមានន័យដូចតទោ ១ មុន, ឧ.</p-l> war<p-l> @សង្គ្រាម </p-l>&gt;prewar<p-l>@&nbsp; មុនសង្គ្រាម ២</p-l></li><li><p-l>@ជាមុន, ឧ.</p-l> pay<p-l> @បង់ថ្លៃ</p-l>&gt;prepay<p-l> @បង់ថ្លៃជាមុន </p-l></li></ul>	prefix
pre-arange	ˌpriːə’reɪndʒ	ˌភ្រីអឹ ’រ៉េនដ្យ៍	<ul><li><p-n>(transitive verb)</p-n><p-l> @រៀបចំទុក្ខជាមុន</p-l></li><li>prearrangement <p-n>(noun)</p-n><p-l> @ការចាត់ចែងទុក្ខមុន</p-l></li></ul>	transitive verb
pre-cast	priː’kɑːst; US -’kæst	ភ្រិ ’ខាសថ៍	<ul><li><p-n>(adjective)</p-n>~ beam<p-l> @ដែលចាក់រួចស្រេច, ដែលធ្វើរួចស្រេច</p-l></li></ul>	adjective
pre-condition	ˌpriːkən’dɪʃn	ˌភ្រីខឹន ’ឌីស្ហឹន	<ul><li><p-n>(noun)</p-n><p-l> @លក្ខខណ្ឌជាមុន&nbsp;</p-l></li></ul>SYNONYMS<ul><li>prerequisite</li></ul>	noun
pre-eminence	priː’emɪnəns	ភ្រី ’អេម៉ិណឹនស៍	<ul><li><p-n>(noun)</p-n>~ <p-n>(in sth)</p-n><p-l> @ភាពដ៏ប្រពៃ, ភាពប្រសើរ, ភាពល្អដាច់់គេ</p-l></li></ul>	noun
pre-eminent	ˌpriː’emɪnənt	ˌភ្រី ’អេម៉ិណឹនថ៍	<ul><li><p-n>(adjective)</p-n><p-l> @ដ៏ល្អ, ល្អដាច់គេ</p-l></li><li>pre-eminence /priː&rsquo;emɪnəns/<p-l> @[ភ្រី &rsquo;អេម៉ិណឹនស៍] </p-l><br/><p-n>(noun)</p-n>~ <p-n>(in sth)</p-n><p-l> @ភាពដ៏ប្រពៃ, ភាពប្រសើរ, ភាពល្អដាច់់គេ </p-l></li></ul>	adjective
pre-empt	priː’empt	ភ្រី ’អេមផថ៍	<ul><li><p-n>(adjective)</p-n><p-l> @មានសិទ្ធិបុព្វក្រ័យ, មានអាទិភាពធ្វើអ្វីៗមុនគេ</p-l></li><li>pre-emption /priː-&rsquo;empʃn/<p-l> @[ភ្រី &rsquo;អេមថ៍ស្ហឹន] </p-l><p-n>(noun)</p-n>&nbsp;<p-l> @សិទ្ធិបុព្វក្រ័យលើ, សិទ្ធិទិញមុនគេ, ការបង្ការទុកមុន</p-l></li></ul>	adjective
pre-emption	priː-’empʃn	ភ្រី ’អេមថ៍ស្ហឹន	<ul><li><p-n>(noun)</p-n>&nbsp;<p-l> @សិទ្ធិបុព្វក្រ័យលើ, សិទ្ធិទិញមុនគេ, ការបង្ការទុកមុន</p-l></li></ul>	noun
pre-emptive	priː’emptɪv	ភ្រី ’អេមផ៍ធីវ	<ul><li><p-n>(adjective)</p-n><p-l> @ដែលមានសិទ្ធិបុព្វក្រ័យ, ដែលទិញបានមុន, នៃបុព្វក្រ័យអំណាចទិញបានមុន</p-l></li></ul>	adjective
pre-exist	priː’ɪgzɪst	ភ្រី ’អ៊ីហ្ក៍ហ្សីសថ៍	<ul><li><p-n>(verb)</p-n><p-l> @មានមកពីមុនមកស្រាប់</p-l></li><li>pre-existence /ˌpriːeg&rsquo;zɪstəns/<p-l> @[ˌភីអេហ្ក៍ &rsquo;ហ្សីស្ថឹនស៍] </p-l><p-n>(noun)</p-n><p-l> @ជាតិមុន, បុរេជាតិ, ការមានជាមុនមកហើយ</p-l></li></ul>	verb
pre-existence	ˌpriːeg’zɪstəns	ˌភីអេហ្ក៍ ’ហ្សីស្ថឹនស៍	<ul><li><p-n>(noun)</p-n><p-l> @ជាតិមុន, បុរេជាតិ, ការមានជាមុនមកហើយ</p-l></li></ul>	noun
pre-existent	priːɪg’zɪstənt	ភ្រីអ៊ីហ្ក៍ ’ហ្សីស្ថឹនថ៍	<ul><li><p-n>(adjective)</p-n><p-l> @ដែលមានពីមុន</p-l></li></ul>	adjective
pre-heat	ˌpriː’hiːt	ˌភ្រីហ៊ីតថ៍	<ul><li><p-n>(transitive verb)</p-n>. <p-l>@កំដៅទុក្ខមុន</p-l></li></ul>	transitive verb
pre-natal	ˌpriː’neɪtl	ˌភ្រី’ណេតថល	<ul><li><p-n>(adjective)</p-n><p-l> @មុនឆ្លងទន្លេ, នៅពេលមានគភ៏</p-l></li></ul>	adjective
pre-ordain	ˌpriːɔː’deɪn	ˌភ្រីអ’ដ្រេន	<ul><li><p-n>(transitive verb)</p-n><p-l> @សំរេចឬកំណត់ជាមុន, ចេញក្រិត្យមុន, អនុម័តមុន</p-l></li></ul>	transitive verb
pre-package	priː’pɑkɪdʒ	ភ្រី ’ភែឃីដ្យ៍	<ul><li><p-n>(transitive verb)</p-n><p-l> @ដាក់ក្នុងកញ្ចប់ស្រេច</p-l></li></ul>	transitive verb
pre-record	ˌpriːrɪ’kɔːd	ˌភ្រីរី ’ខដ	<ul><li><p-n>(transitive verb)</p-n>~ sound<p-l> @ថតទុក</p-l></li><li>prerecorded /priːrɪ&rsquo;ɔːdɪd/<p-l> @[ភ្រិរី&rsquo;ខឌីដ]</p-l><br/> <p-n>(adjective)</p-n>~ tape<p-l> @ដែលថតរួចស្រេច</p-l></li></ul>	transitive verb
pre-school	priː’skuːl	ភ្រី ’ស្គូល	<ul><li><p-n>(adjective)</p-n><p-l> @មិនទាន់គ្រប់អាយុចូលរៀន</p-l></li></ul>	adjective
pre-set	priː’set	ភ្រី ’សេតថ៍	<ul><li><p-n>(verb)</p-n><p-n>(-tt- pt.pp. preset)</p-n><p-l> @សម្រួលម៉ាស៊ីន ឬ ឧបករណ៍មុនពេលប្រើប្រាស់</p-l></li></ul>	verb
