अचंभे	Aback
छाला	Skin
छाला	Skinned
स्किनर	Skinner
पतली	Skinny
गर्नुहोस	Skip
उछाल	Skipjack
कप्तान	Skipper
लंघन	Skipping
स्किप्पि	Skippy
स्कर्ट	Skirt
झालर	Skirting
प्रहसन	Skit
स्किभ	Skive
खोपडी	Skull
आकाश	Sky
रोशनदान	Skylight
बढन	Skyrocket
आकाश तिर	Skyward
आकाशमार्ग	Skyway
दास	Sla
पटिया	Slab
सुस्त	Slack
सुस्ताएका	Slacked
सुस्ताएपछि	Slacken
कामचोर	Slacker
लावा	Slag
साथबाट	Slain
स्ल्याम	Slam
निन्दा	Slander
निन्दा	Slanderer
निन्दा	Slandering
निन्दनीय	Slanderous
निन्दा	Slanderously
खिचडी	Slang
तिरछा	Slant
थप्पड	Slap
थप्पड	Slapping
तमाशा	Slapstick
स्ल्यास	Slash
धनकुटा	Slashed
कमी	Slashing
हावा को झोंका	Slat
स्लेट	Slate
छप्परबंद	Slater
वध	Slaughter
कसाईखाना	Slaughterhouse
दास	Slave
दास बने	Slaved
दासत्व	Slavery
स्लोभेनियाली	Slavic
कसको दास बन्दैछु	Slaving
स्लोभेनी	Slavonic
हत्या	Slay
छुरी प्रहार	Slaying
स्लेज	Sled
चिकना	Sleek
निद्राबाट	Sleep
सम्झदा	Sleeper
सुस्ती	Sleepiness
सुतिरहेको	Sleeping
अनिदो	Sleepless
अनिद्रा	Sleeplessness
निद्रामा परेजस्तो	Sleeplike
असिना	Sleet
बाहुला	Sleeve
आस्तीन	Sleeveless
बेपहियों	Sleigh
सफाई	Sleight
मसिना	Slender
पातलो हो जाना	Slenderize
सुतिसकेपछि	Slept
मारिदिए	Slew
टुकडा	Slice
काटिदिए	Sliced
टुकडा गर्ने क्रिया	Slicing
चालाक	Slick
उक्लेको	Slid
स्लाइड	Slide
स्लाइडर	Slider
चिप्लन	Sliding
अलि कति	Slight
अपमानित	Slighted
अलिकति	Slightly
कम	Slim
कीचड	Slime
चिपचिपा	Slimy
गोफन	Sling
उछालने	Slinging
गुलेल	Slingshot
पर्ची	Slip
चिप्लन	Slippage
चुक्नुभएको	Slipped
जूता	Slipper
चिप्ला	Slippery
समाप्त हुँदै	Slipping
भट्ठा	Slit
लुढकना	Slither
अगाडी बढन	Slog
नारा	Slogan
नौसेना	Sloop
ढिलाई	Slop
ढलान	Slope
क्रमहीनता	Sloppiness
मैला	Sloppy
स्लट	Slot
आलसी	Sloth
काहिल	Slothful
अल्छेको	Slothfulness
खांचाकरण	Slotting
झुकन	Slouch
धँसाऊ	Sloughy
स्लोभाक	Slovak
स्लोवागर्	Slovakian
मजदूर संघटन	Sloven
स्लोभेनियाली	Slovene
स्लोभेनियाली	Slovenian
ढिलो	Slow
भूमिसुधार	Slowdown
बिस्तारै	Slowly
धीमा	Slows
हिलोको	Sludge
घुमाना	Slue
अलसाना	Slug
अल्छीको	Sluggard
सुस्त	Sluggish
स्लूईस	Sluice
फोहर वस्ती	Slum
लोसे	Slumber
मंदी	Slump
झुन्डियो राखएको	Slung
कलंक	Slur
घोल	Slurry
कीचड	Slush
धूर्त	Sly
धूर्त भई	Slyly
अवधिसम्म	Smack
साना	Small
साना	Smaller
बिफर	Smallpox
स्मल्स	Smalls
स्मार्ट	Smart
चालाक	Smarten
चालाकी	Smartly
चतुराई	Smartness
समझदार	Smarty
तोड	Smash
मुंहतोड	Smashing
गिरोह	Smattering
धब्बा	Smear
जथाभावी कोरिएका	Smeared
गन्ध	Smell
गन्ध पायो	Smelled
बास्नादार	Smelling
बदबूदार	Smelly
गलाना	Smelt
मुस्कान	Smile
हाँस्दै	Smilingly
धब्बा लाग्न	Smirch
स्वाँगी हाँसो	Smirk
बजाउनेछु	Smite
गेल	Smith
छोटे टुकडहरुमा टूटना	Smithereens
स्मिथसोनियन	Smithsonian
लोहार	Smithy
चकनाचूर पार्ने	Smiting
चुरोट	Smoke
धूम्रपान	Smoked
स्मोकहाउस	Smokehouse
निर्धूम	Smokeless
न	Smoker
रहित	Smoking
दन्किरहन	Smolder
चिल्लो	Smooth
चिप्लो	Smoother
चौरसाई	Smoothing
सुचारू	Smoothly
इमानदार	Smoothness
मारे	Smote
बुझाना	Smother
पुरिएका	Smothered
स्मूथरिंग	Smothering
धब्बा	Smudge
आत्मसंतुष्ट	Smug
तस्करी	Smuggle
तस्करी	Smuggling
स्मर्नाका	Smyrna
खाजा	Snack
रोडा	Snag
शंखेकीरा	Snail
घोंघे	Snails
साँप	Snake
साँप को दंश	Snakebite
तस्वीर	Snap
चुँडियो	Snapped
स्नैपर	Snapper
तडक	Snapping
तेज	Snappy
तस्वीरहरु	Snaps
स्न्यापसट	Snapshot
पासो	Snare
चटाई	Snarl
कर्कश	Snarly
खोसी	Snatch
समाए	Snatched
छीन	Snatching
अधम	Sneak
स्नीकर	Sneaker
चुपके	Sneaking
डरपोक	Sneaky
हाच्छिउं गर्नु	Sneeze
त्रस्त	Sneezy
जाली	Snide
सूंघ	Sniff
रूमाल	Sniffer
सूँघने	Sniffing
स्निप	Snip
निशानची	Sniper
कटाक्षों	Sniping
स्निपेट	Snippet
नाक	Snitch
दंभपूर्ण	Snobbish
जूडा बांधन फीता	Snood
स्नूकर	Snooker
स्नुज	Snooze
निद्रामा घुर्नु	Snore
खर्राटे	Snoring
स्नोर्कल	Snorkel
नाक देखि शब्द निकालन	Snort
पोंछने	Snot
थूथन	Snout
हिम	Snow
हिमपात	Snowfall
हिमपात	Snowflake
ठुकराने	Snubbed
स्नफ	Snuff
चिम्टा	Snuffers
सुखद	Snug
राम्रो खासा	Snugly
यति	So
सोख	Soak
मद्यप	Soaker
भिगोने	Soaking
साबुन	Soap
साबुनदान	Soapbox
साबुन	Soapstone
साबुन	Soapy
चढता	Soar
उडनेवाला	Soaring
हिक्कहिक्क गर्दै रुँदै	Sobbing
गम्भीर	Sober
विचारणीय	Sobering
आत्मसंयमी	Sobriety
समाज	Soc
फुटबल	Soccer
मिलनसार	Sociable
सामाजिक	Social
समाजवादको	Socialism
समाजवादी	Socialist
समाजवाद	Socialistic
सोशलाइट	Socialite
समाजीकरण	Socialization
सामूहीकरण	Socialize
सामाजिक	Socially
सामाजिक	Societal
समाज	Society
भागीदार	Socii
सोसिनियन	Socinian
सोसिनियनवादीको	Socinianism
सामाजिक आर्थिक	Socioeconomic
समाजशास्त्रीय	Sociological
समाजशास्त्री	Sociologist
समाजशास्त्र	Sociology
तपाईं सदस्य हो	Socius
मौजा	Sock
सकेट	Socket
सोकाई	Sockeye
सुकराती	Socratic
वतन	Sod
सोडा	Soda
समिति	Sodality
फुटाउनुपर्छ	Sodden
सोडियम	Sodium
सदोम	Sodom
जससित	Sodomite
लौंडेबाजी	Sodomy
यदि त्यसो	Soever
सोफा	Sofa
सोफिया	Sofia
नरम	Soft
सफ्टबल	Softball
नरम	Soften
सफ्नर	Softener
उठ्नु	Softening
मधुरो	Softly
कोमलता	Softness
सोगा	Soga
उराठलाग्दो	Soggy
माटो	Soil
माटिएका	Soiled
समयभन्दा	Sojourn
भूमिमा आउने विदेशीहरूलाई	Sojourner
सोल	Sol
सोला	Sola
सान्त्वना	Solace
सोलन	Solan
सौर	Solar
धूपघडी	Solarium
सोलाराइज	Solarize
सोलाटियम	Solatium
बेचे	Sold
मिलाप	Solder
टांका	Soldering
सैनिक	Soldier
सिपाही	Soldiering
सैनिक	Soldierlike
सैनिक	Soldierly
सैनिक	Soldiery
एकमात्र	Sole
केवल	Solely
गम्भीर	Solemn
यो गम्भीर	Solemnly
तलवों	Soles
माग्दैनन्	Solicit
लोभ	Solicitation
भट्टराई	Solicited
याचना	Soliciting
वकील	Solicitor
पांडित्याभिमानी	Solicitous
ठोस	Solid
ऐक्यबद्धता	Solidarity
हित	Solidary
ठोस	Solidification
बलियो	Solidify
दृढता	Solidity
पूर्णतया	Solidly
त्यागी	Solitaire
एकान्त	Solitary
एकान्त	Solitude
एकल	Solo
सुलेमान	Solomon
संक्रांति	Solstice
विलेयता	Solubility
घुलनशील	Soluble
घुला भयो पदार्थ	Solute
समाधान	Solution
समाधान	Solve
शोधन	Solvency
विलायक	Solvent
सोमाली	Somali
दैहिक	Somatic
मलिन	Somber
निराशाजनक	Sombre
केही	Some
कुनै	Somebody
एक दिन	Someday
कुनै तरिका	Somehow
कुनै	Someone
कहीं	Someplace
पल्टिन	Somersault
केहि	Something
केहि समय	Sometime
कहिलेकाहीं	Sometimes
केहि	Somewhat
कहीं	Somewhere
नींद मा चलना	Somnambulism
पुत्र	Son
सोनार	Sonar
सोनाटा	Sonata
गीत	Song
गीतिपुस्तिका	Songbook
ध्वनि	Sonic
सोनिया	Sonja
पट्टा वाहक	Sonneratiaceae
कविता	Sonnet
सन्नी	Sonny
छोराहरू	Sons
पुत्रत्वको	Sonship
सूल	Sool
चाँडै	Soon
ढिलो	Sooner
कालिख	Soot
मलहम	Soothe
सन्चो	Soothing
शराबी	Sop
सोफिया	Sophia
परिष्कृत	Sophisticated
परिष्कार	Sophistication
माथिसर्बियाई	Sorbian
तन्त्र	Sorceress
झाँक्री	Sorcery
नीच	Sordid
घाउ	Sore
असाध्यै	Sorely
व्यथा	Soreness
मकै	Sorghum
बिगडी	Sorority
शोक	Sorrow
दुःखी	Sorrowful
खोज्दा साह्रै चिन्तित	Sorrowing
माफ	Sorry
क्रमबद्ध	Sort
क्रमबद्ध	Sorted
सर्टर	Sorter
एसओएसएस	Soss
पियक्कड	Sot
सोथो	Sotho
मदिरा पीने को आदत	Sottish
गंदा नाला	Sough
खोजे	Sought
प्राण	Soul
प्राणले	Souled
